"Carimbo de data/hora","Nome (operador)","#TICKET","CONTRATO"
"2023/05/17 12:36:19 PM GMT-3","Bianca","Ticket: #54905","PF"
"2023/05/17 12:42:03 PM GMT-3","Bianca","Ticket: #54910","FUNDAÇOES"
"2023/05/17 12:43:56 PM GMT-3","Mallone Almeida","Ticket: #54911","PJ EMPRESARIAL"
"2023/05/17 12:45:04 PM GMT-3","VAL","Ticket #54912","PF"
"2023/05/17 12:47:38 PM GMT-3","Érika Mulasssani Mainardi ","Ticket: #54915","INTERCAMBIO"
"2023/05/17 12:47:56 PM GMT-3","Caleb ","Ticket: #54914","PJ COLETIVO POR ADESÃO"
"2023/05/17 12:50:35 PM GMT-3","Caleb ","Ticket: #54917","PJ EMPRESARIAL"
"2023/05/17 12:52:19 PM GMT-3","Caleb ","Ticket: #54921","PJ EMPRESARIAL"
"2023/05/17 12:53:08 PM GMT-3","Mallone Almeida","Ticket: #54925","PJ EMPRESARIAL"
"2023/05/17 12:54:07 PM GMT-3","Caleb ","Ticket: #54918","PF"
"2023/05/17 12:55:23 PM GMT-3","Caleb ","Ticket: #54920","PJ EMPRESARIAL"
"2023/05/17 12:55:23 PM GMT-3","juliana","#54719","PF"
"2023/05/17 12:56:07 PM GMT-3","VAL ","Ticket #54926","PF"
"2023/05/17 12:56:20 PM GMT-3","Caleb","Ticket: #54916","PJ EMPRESARIAL"
"2023/05/17 1:02:52 PM GMT-3","Davi","Ticket #54927","PF"
"2023/05/17 1:11:50 PM GMT-3","Bianca","Ticket: #54939","PJ EMPRESARIAL"
"2023/05/17 1:13:33 PM GMT-3","Mallone Almeida","Ticket: #54932","PF"
"2023/05/17 1:14:32 PM GMT-3","Caleb","Ticket: #54938","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:15:00 PM GMT-3","Caleb","Ticket: #54936","PF"
"2023/05/17 1:16:34 PM GMT-3","estela","Ticket: #54947","PF"
"2023/05/17 1:19:39 PM GMT-3","juliana","#54690","PF"
"2023/05/17 1:20:45 PM GMT-3","Natalia","Ticket: #54951","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:21:19 PM GMT-3","Caleb","Ticket: #54945","PJ EMPRESARIAL"
"2023/05/17 1:22:16 PM GMT-3","arian","#54944","PF"
"2023/05/17 1:26:08 PM GMT-3","estela","Ticket: #54954","CAASC 0976"
"2023/05/17 1:26:23 PM GMT-3","arian","#54946","PJ EMPRESARIAL"
"2023/05/17 1:27:24 PM GMT-3","estela","Ticket: #54955","PJ EMPRESARIAL"
"2023/05/17 1:28:26 PM GMT-3","arian","#54948","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:28:30 PM GMT-3","estela","Ticket: #54952","PJ EMPRESARIAL"
"2023/05/17 1:29:32 PM GMT-3","Natalia","Ticket: #54958","PJ EMPRESARIAL"
"2023/05/17 1:29:55 PM GMT-3","estela","Ticket: #54957","PJ EMPRESARIAL"
"2023/05/17 1:30:01 PM GMT-3","arian","#54949","INTERCAMBIO"
"2023/05/17 1:31:37 PM GMT-3","Davi","Ticket #54923","PJ EMPRESARIAL"
"2023/05/17 1:32:11 PM GMT-3","Natalia","Ticket: #54961","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:34:20 PM GMT-3","estela","Ticket: #54959","CAASC 0025"
"2023/05/17 1:36:55 PM GMT-3","Natalia","Ticket: #54960","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:37:28 PM GMT-3","estela","Ticket: #54967","PF"
"2023/05/17 1:37:39 PM GMT-3","juliana","#54712","PF"
"2023/05/17 1:38:07 PM GMT-3","Natalia","Ticket: #54961","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:38:41 PM GMT-3","estela","Ticket: #54970","PJ EMPRESARIAL"
"2023/05/17 1:39:37 PM GMT-3","estela","Ticket: #54969","PJ EMPRESARIAL"
"2023/05/17 1:40:02 PM GMT-3","juliana","#54721","PJ EMPRESARIAL"
"2023/05/17 1:41:15 PM GMT-3","estela","Ticket: #54972","PJ EMPRESARIAL"
"2023/05/17 1:42:47 PM GMT-3","Mallone Almeida","Ticket: #54935","PJ EMPRESARIAL"
"2023/05/17 1:43:15 PM GMT-3","estela","Ticket: #54978","INTERCAMBIO"
"2023/05/17 1:52:57 PM GMT-3","Natalia","Ticket: #54979","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:53:28 PM GMT-3","Caleb","Ticket: #54983","PJ EMPRESARIAL"
"2023/05/17 1:54:09 PM GMT-3","Caleb","Ticket: #54983","PF"
"2023/05/17 1:54:42 PM GMT-3","Mallone Almeida","Ticket: #54913","PJ COLETIVO POR ADESÃO"
"2023/05/17 1:55:06 PM GMT-3","Caleb","Ticket: #54984","PJ EMPRESARIAL"
"2023/05/17 1:55:18 PM GMT-3","Natalia","Ticket: #54989","UFSC"
"2023/05/17 1:55:19 PM GMT-3","Milenna","Ticket #54990","PF"
"2023/05/17 1:57:59 PM GMT-3","arian","#54991","PJ COLETIVO POR ADESÃO"
"2023/05/17 2:04:04 PM GMT-3","arian","#54995","FUNDAÇOES"
"2023/05/17 2:04:26 PM GMT-3","Natalia","Ticket: #54968","INTERCAMBIO"
"2023/05/17 2:05:35 PM GMT-3","Natalia","Ticket: #54988","PJ EMPRESARIAL"
"2023/05/17 2:05:40 PM GMT-3","arian","#54996","UFSC"
"2023/05/17 2:07:44 PM GMT-3","juliana","#54784","PF"
"2023/05/17 2:09:56 PM GMT-3","Mallone Almeida","Ticket: #54977","PJ EMPRESARIAL"
"2023/05/17 2:14:25 PM GMT-3","Érika Mulasssani Mainardi ","Ticket: #55000","PJ EMPRESARIAL"
"2023/05/17 2:17:14 PM GMT-3","Milenna coletivo empresarial ","Ticket #54992","PJ EMPRESARIAL"
"2023/05/17 2:19:02 PM GMT-3","Lucas Lehmkuhl dos Santos","54963","PJ EMPRESARIAL"
"2023/05/17 2:27:06 PM GMT-3","Érika Mulasssani Mainardi ","Ticket: #55006","INTERCAMBIO"
"2023/05/17 2:27:09 PM GMT-3","Mallone Almeida","Ticket: #54931","UFSC"
"2023/05/17 2:27:49 PM GMT-3","Milenna","Ticket #55002","PJ EMPRESARIAL"
"2023/05/17 2:30:04 PM GMT-3","Milenna","Ticket #55004","PF"
"2023/05/17 2:37:25 PM GMT-3","Milena","Ticket: #55001","PF"
"2023/05/17 2:39:27 PM GMT-3","Caleb ","Ticket: #55010","CAASC 0025"
"2023/05/17 2:39:37 PM GMT-3","Milenna","Ticket #55014","PJ EMPRESARIAL"
"2023/05/17 2:41:10 PM GMT-3","Milenna","Ticket #55016","PF"
"2023/05/17 2:41:20 PM GMT-3","Lucas Lehmkuhl dos Santos","55005","PJ EMPRESARIAL"
"2023/05/17 2:43:20 PM GMT-3","juliana"," #54928","PF"
"2023/05/17 2:44:36 PM GMT-3","estela","Ticket: #55021","PJ EMPRESARIAL"
"2023/05/17 2:45:26 PM GMT-3","Milena","Ticket: #55013","PJ EMPRESARIAL"
"2023/05/17 2:45:43 PM GMT-3","juliana","#54807","PF"
"2023/05/17 2:46:59 PM GMT-3","Caleb","Ticket: #55020","PJ EMPRESARIAL"
"2023/05/17 2:47:40 PM GMT-3","Caleb","Ticket: #55019","PJ EMPRESARIAL"
"2023/05/17 2:54:14 PM GMT-3","Milenna","Ticket #55003","PJ EMPRESARIAL"
"2023/05/17 2:54:46 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #54915","INTERCAMBIO"
"2023/05/17 2:55:34 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55009","PJ EMPRESARIAL"
"2023/05/17 2:57:08 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55011","PJ EMPRESARIAL"
"2023/05/17 2:58:26 PM GMT-3","Milena","Ticket #55039","PJ EMPRESARIAL"
"2023/05/17 2:58:50 PM GMT-3","Mallone Almeida","Ticket: #54987","PJ EMPRESARIAL"
"2023/05/17 3:01:02 PM GMT-3","Milena","Ticket: #55040","PF"
"2023/05/17 3:01:27 PM GMT-3","Davi","Ticket #54782","PJ EMPRESARIAL"
"2023/05/17 3:02:15 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55009","PJ EMPRESARIAL"
"2023/05/17 3:02:18 PM GMT-3","Caleb","Ticket: #55042","PJ COLETIVO POR ADESÃO"
"2023/05/17 3:02:42 PM GMT-3","Caleb","Ticket: #55041","PJ EMPRESARIAL"
"2023/05/17 3:03:02 PM GMT-3","VAL ","Ticket #55044","PJ EMPRESARIAL"
"2023/05/17 3:04:58 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #32006","PJ COLETIVO POR ADESÃO"
"2023/05/17 3:05:33 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55015","PF"
"2023/05/17 3:06:04 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55024","PJ EMPRESARIAL"
"2023/05/17 3:06:52 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55025","PJ EMPRESARIAL"
"2023/05/17 3:08:23 PM GMT-3","Milenna","Ticket #55030","PJ EMPRESARIAL"
"2023/05/17 3:09:39 PM GMT-3","Davi","Ticket #54782","PJ EMPRESARIAL"
"2023/05/17 3:12:03 PM GMT-3","Renato","Ticket #55052","PF"
"2023/05/17 3:14:54 PM GMT-3","Milenna","Ticket #55036","PF"
"2023/05/17 3:15:23 PM GMT-3","juliana","t #54843","PJ COLETIVO POR ADESÃO"
"2023/05/17 3:16:14 PM GMT-3","milenna","Ticket #55037","PJ EMPRESARIAL"
"2023/05/17 3:17:13 PM GMT-3","Renato","Ticket #55054","PF"
"2023/05/17 3:18:06 PM GMT-3","Lucas Lehmkuhl dos Santos","55023","PJ EMPRESARIAL"
"2023/05/17 3:20:21 PM GMT-3","juliana","t #54930","PJ COLETIVO POR ADESÃO"
"2023/05/17 3:21:12 PM GMT-3","Davi","Ticket #54804","PJ COLETIVO POR ADESÃO"
"2023/05/17 3:28:50 PM GMT-3","Renato","Ticket #55055","PF"
"2023/05/17 3:36:56 PM GMT-3","Milenna","Ticket #55077","PJ EMPRESARIAL"
"2023/05/17 3:38:28 PM GMT-3","Nicoly lima","Ticket: #55049","PJ EMPRESARIAL"
"2023/05/17 3:38:43 PM GMT-3","Davi","Ticket #54922","PF"
"2023/05/17 3:42:12 PM GMT-3","juliana"," #54929","PJ COLETIVO POR ADESÃO"
"2023/05/17 3:46:06 PM GMT-3","juliana","#54962","PF"
"2023/05/17 3:46:35 PM GMT-3","Mallone Almeida","Ticket: #55074","PJ EMPRESARIAL"
"2023/05/17 3:47:25 PM GMT-3","Henrique Freitag","Ticket #55087","PJ EMPRESARIAL"
"2023/05/17 3:47:35 PM GMT-3","Milena","Ticket: #55072","PF"
"2023/05/17 3:48:07 PM GMT-3","Henrique Freitag","Ticket #55088","PF"
"2023/05/17 3:48:18 PM GMT-3","juliana"," #54974","PJ EMPRESARIAL"
"2023/05/17 3:49:41 PM GMT-3","Henrique Freitag","Ticket #55086","PF"
"2023/05/17 3:49:49 PM GMT-3","Milenna","#TICKET *55076","UFSC"
"2023/05/17 3:50:18 PM GMT-3","juliana","#54975","UFSC"
"2023/05/17 3:50:39 PM GMT-3","Érika Mulassani Mainardi ","Ticket: #55089","PF"
"2023/05/17 3:52:31 PM GMT-3","Mallone Almeida","Ticket: #55073","PF"
"2023/05/17 3:53:18 PM GMT-3","Nicoly lima","Ticket: #55053","PF"
"2023/05/17 3:53:40 PM GMT-3","Henrique Freitag","Ticket #55094","UFSC"
"2023/05/17 3:56:48 PM GMT-3","Renato","Ticket #55062","PF"
"2023/05/17 3:56:59 PM GMT-3","Henrique Freitag","Ticket #55093","PF"
"2023/05/17 3:58:50 PM GMT-3","Caleb","Ticket: #55097","PF"
"2023/05/17 3:59:01 PM GMT-3","Caleb","Ticket: #55096","PJ EMPRESARIAL"
"2023/05/17 3:59:45 PM GMT-3","Rômulo","Ticket #55100","UFSC"
"2023/05/17 4:00:33 PM GMT-3","Davi","Ticket #55026","PF"
"2023/05/17 4:00:51 PM GMT-3","Rômulo","Ticket #55101","PF"
"2023/05/17 4:02:28 PM GMT-3","Rómulo","Ticket #55102","FUNDAÇOES"
"2023/05/17 4:02:42 PM GMT-3","Rômulo","Ticket #55105","INTERCAMBIO"
"2023/05/17 4:03:46 PM GMT-3","juliana","#54964","INTERCAMBIO"
"2023/05/17 4:04:16 PM GMT-3","Lucas Lehmkuhl dos Santos","55063","PF"
"2023/05/17 4:06:52 PM GMT-3","juliana","#54940","PF"
"2023/05/17 4:08:43 PM GMT-3","Rômulo","Ticket #55110","PF"
"2023/05/17 4:12:43 PM GMT-3","Mallone Almeida","Ticket: #54985","PJ EMPRESARIAL"
"2023/05/17 4:13:25 PM GMT-3","Caleb","Ticket: #55108","PF"
"2023/05/17 4:14:05 PM GMT-3","Henrique Freitag","Ticket #55092","PF"
"2023/05/17 4:14:30 PM GMT-3","Caleb ","Ticket: #55107","PJ EMPRESARIAL"
"2023/05/17 4:15:58 PM GMT-3","Nicoly lima","Ticket: #55060","PJ EMPRESARIAL"
"2023/05/17 4:16:03 PM GMT-3","Caleb","Ticket: #55097","PF"
"2023/05/17 4:19:22 PM GMT-3","Nicoly lima","Ticket: #55056 ","INTERCAMBIO"
"2023/05/17 4:26:27 PM GMT-3","Mallone Almeida","Ticket: #55038","INTERCAMBIO"
"2023/05/17 4:27:37 PM GMT-3","Renato","Ticket #55066","INTERCAMBIO"
"2023/05/17 4:29:04 PM GMT-3","Rômulo","Ticket #55121","PJ EMPRESARIAL"
"2023/05/17 4:29:35 PM GMT-3","Rômulo","Ticket #55125","UFSC"
"2023/05/17 4:30:47 PM GMT-3","Rômulo","Ticket #55128","UFSC"
"2023/05/17 4:31:08 PM GMT-3","Davi","Ticket #55045","INTERCAMBIO"
"2023/05/17 4:31:38 PM GMT-3","Rômulo","Ticket #55120","PJ EMPRESARIAL"
"2023/05/17 4:32:53 PM GMT-3","Rômulo","Ticket #55131","PF"
"2023/05/17 4:33:38 PM GMT-3","Rômulo","Ticket #55119","PJ EMPRESARIAL"
"2023/05/17 4:34:07 PM GMT-3","Rômulo","Ticket #55118","PF"
"2023/05/17 4:35:30 PM GMT-3","Rômulo","Ticket #55136","UFSC"
"2023/05/17 4:36:03 PM GMT-3","Rômulo","Ticket #55135","FUNDAÇOES"
"2023/05/17 4:36:49 PM GMT-3","Rômulo","Ticket #55138","PJ EMPRESARIAL"
"2023/05/17 4:37:26 PM GMT-3","milenna","Ticket #55126","PJ EMPRESARIAL"
"2023/05/17 4:38:40 PM GMT-3","Mallone Almeida","Ticket: #55123","PJ EMPRESARIAL"
"2023/05/17 4:42:46 PM GMT-3","Milenna","Ticket #55127","PJ EMPRESARIAL"
"2023/05/17 4:43:25 PM GMT-3","Davi","Ticket #55134","PF"
"2023/05/17 4:44:12 PM GMT-3","Renato","Ticket #55067","PJ EMPRESARIAL"
"2023/05/17 4:44:30 PM GMT-3","Davi","Ticket #55031","PJ EMPRESARIAL"
"2023/05/17 4:45:39 PM GMT-3","Henrique Freitag","Ticket #55142","INTERCAMBIO"
"2023/05/17 4:47:02 PM GMT-3","Henrique Freitag","Ticket #55147","PF"
"2023/05/17 4:47:06 PM GMT-3","Rômulo","Ticket #55145","PJ EMPRESARIAL"
"2023/05/17 4:47:53 PM GMT-3","Henrique Freitag","Ticket #55148","PJ EMPRESARIAL"
"2023/05/17 4:48:17 PM GMT-3","Rômulo","Ticket #55152","PJ EMPRESARIAL"
"2023/05/17 4:48:19 PM GMT-3","Henrique Freitag","Ticket #55149","PJ EMPRESARIAL"
"2023/05/17 4:49:05 PM GMT-3","Davi","Ticket #55032","PJ EMPRESARIAL"
"2023/05/17 4:51:11 PM GMT-3","Renato","Ticket #55075","PJ EMPRESARIAL"
"2023/05/17 4:54:22 PM GMT-3","Lucas Lehmkuhl dos Santos","55137","PJ EMPRESARIAL"
"2023/05/17 4:55:40 PM GMT-3","Caleb","Ticket: #55156","PJ EMPRESARIAL"
"2023/05/17 4:56:11 PM GMT-3","Caleb","Ticket: #55158","PJ EMPRESARIAL"
"2023/05/17 4:56:34 PM GMT-3","Renato","Ticket #55078","PJ EMPRESARIAL"
"2023/05/17 4:56:38 PM GMT-3","Caleb","Ticket: #55159","PJ EMPRESARIAL"
"2023/05/17 4:57:11 PM GMT-3","Davi","Ticket #55157","INTERCAMBIO"
"2023/05/17 4:59:12 PM GMT-3","Nicoly lima","Ticket: #55103","PJ EMPRESARIAL"
"2023/05/17 4:59:25 PM GMT-3","Nicoly lima","Ticket: #55059","PJ EMPRESARIAL"
"2023/05/17 5:00:50 PM GMT-3","Davi","Ticket #54934","PJ EMPRESARIAL"
"2023/05/17 5:04:40 PM GMT-3","Rômulo","Ticket #55111","PF"
"2023/05/17 5:10:18 PM GMT-3","Nicoly lima","Ticket: #55139","PJ EMPRESARIAL"
"2023/05/17 5:18:18 PM GMT-3","Nicoly lima","Ticket: #55071","PJ EMPRESARIAL"
"2023/05/17 5:23:46 PM GMT-3","Renato","Ticket #55079","PJ EMPRESARIAL"
"2023/05/17 5:28:42 PM GMT-3","Davi","Ticket #55130","PJ EMPRESARIAL"
"2023/05/17 5:29:31 PM GMT-3","Mallone Almeida","Ticket: #55146","PJ COLETIVO POR ADESÃO"
"2023/05/17 5:35:15 PM GMT-3","Renato","Ticket #55082","INTERCAMBIO"
"2023/05/17 5:40:43 PM GMT-3","Caleb","Ticket: #55174","PF"
"2023/05/17 5:43:22 PM GMT-3","Renato","Ticket #55081","PF"
"2023/05/17 5:46:25 PM GMT-3","Nicoly lima","Ticket: #55058","PF"
"2023/05/17 5:51:05 PM GMT-3","Nicoly lima","Ticket: #55064","PJ EMPRESARIAL"
"2023/05/17 5:52:05 PM GMT-3","Renato ","Ticket #55083","PF"
"2023/05/17 5:53:22 PM GMT-3","Davi","Ticket #55162","PJ EMPRESARIAL"
"2023/05/17 6:02:49 PM GMT-3","Jacqueline Lais ","Ticket #55198","PJ EMPRESARIAL"
"2023/05/17 6:03:38 PM GMT-3","Nicoly lima","Ticket: #55172","PF"
"2023/05/17 6:12:24 PM GMT-3","Nicoly lima","Ticket: #55069","PJ EMPRESARIAL"
"2023/05/17 6:15:46 PM GMT-3","Renato","Ticket #55154","INTERCAMBIO"
"2023/05/17 6:17:35 PM GMT-3","Andreia Santos","Ticket #55181","PJ COLETIVO POR ADESÃO"
"2023/05/17 6:18:08 PM GMT-3","Nicoly lima","Ticket: #55165 ","PF"
"2023/05/17 6:22:55 PM GMT-3","Andreia Santos","Ticket #55182","PF"
"2023/05/17 6:26:05 PM GMT-3","Jacqueline Lais","Ticket #55203","PJ COLETIVO POR ADESÃO"
"2023/05/17 6:28:58 PM GMT-3","Andreia Santos","Ticket #55183","PJ COLETIVO POR ADESÃO"
"2023/05/17 6:29:03 PM GMT-3","Nicoly lima","Ticket: #55171","INTERCAMBIO"
"2023/05/17 6:33:46 PM GMT-3","Nicoly lima","Ticket: #55177","PJ EMPRESARIAL"
"2023/05/17 6:33:56 PM GMT-3","Andreia Santos","Ticket #55184","PF"
"2023/05/17 6:36:01 PM GMT-3","Jacqueline Lais ","Ticket #55209","PJ EMPRESARIAL"
"2023/05/17 6:47:45 PM GMT-3","Renato","Ticket #55163","PJ EMPRESARIAL"
"2023/05/17 6:56:28 PM GMT-3","Renato","Ticket #55161","PJ COLETIVO POR ADESÃO"
"2023/05/17 7:03:09 PM GMT-3","Nicoly lima","Ticket: #55070","PJ EMPRESARIAL"
"2023/05/17 7:23:23 PM GMT-3","Renato","Ticket #55214","PJ EMPRESARIAL"
"2023/05/17 7:23:57 PM GMT-3","Andreia Santos","Ticket #55186","PJ COLETIVO POR ADESÃO"
"2023/05/17 7:25:31 PM GMT-3","Renato","Ticket #55212","PJ EMPRESARIAL"
"2023/05/17 7:28:01 PM GMT-3","Rômulo","Ticket #55226","UFSC"
"2023/05/17 7:31:55 PM GMT-3","Rômulo","Ticket #55232","PJ EMPRESARIAL"
"2023/05/17 7:34:56 PM GMT-3","Renato","Ticket #55222","PJ EMPRESARIAL"
"2023/05/17 7:42:55 PM GMT-3","Nicoly lima","Ticket: #55225","INTERCAMBIO"
"2023/05/17 7:43:41 PM GMT-3","Renato","Ticket #55227","PJ EMPRESARIAL"
"2023/05/17 7:46:42 PM GMT-3","Nicoly lima","Ticket: #55178","PJ EMPRESARIAL"
"2023/05/17 7:51:29 PM GMT-3","Renato","Ticket #55228","PJ COLETIVO POR ADESÃO"
"2023/05/17 7:57:09 PM GMT-3","Andreia Santos","Ticket #55216","PJ EMPRESARIAL"
"2023/05/17 7:57:46 PM GMT-3","Jacqueline Lais ","Ticket #55223","PJ EMPRESARIAL"
"2023/05/17 8:05:31 PM GMT-3","Nicoly lima","Ticket: #55057","PF"
"2023/05/17 8:06:17 PM GMT-3","Renato","Ticket #55237","PJ COLETIVO POR ADESÃO"
"2023/05/17 8:07:01 PM GMT-3","Andreia Santos","Ticket #55188","PJ EMPRESARIAL"
"2023/05/17 8:09:55 PM GMT-3","Jacqueline Lais ","Ticket #55224","PJ EMPRESARIAL"
"2023/05/17 8:10:52 PM GMT-3","Renato","Ticket #47813","PF"
"2023/05/17 8:30:03 PM GMT-3","Renato","Ticket #55235","PF"
"2023/05/17 8:32:18 PM GMT-3","Renato","Ticket: #55239","UFSC"
"2023/05/17 8:40:28 PM GMT-3","Rernato","Ticket #55242","PF"
"2023/05/17 8:41:13 PM GMT-3","Rômulo","Ticket #55253","PJ EMPRESARIAL"
"2023/05/17 8:47:13 PM GMT-3","Renato","Ticket #55243","PJ EMPRESARIAL"
"2023/05/17 8:57:50 PM GMT-3","Renato","Ticket #55244","PF"
"2023/05/17 8:58:28 PM GMT-3","Rômulo","Ticket #55255","PF"
"2023/05/17 8:58:50 PM GMT-3","Andreia Santos","Ticket #55189","PJ EMPRESARIAL"
"2023/05/17 9:05:05 PM GMT-3","Jacqueline Lais ","Ticket #55218","PF"
"2023/05/17 9:05:58 PM GMT-3","Renato","Ticket #55245","PJ EMPRESARIAL"
"2023/05/17 9:10:04 PM GMT-3","Renato","Ticket #55249","UFSC"
"2023/05/17 9:10:36 PM GMT-3","Andreia Santos","Ticket #55192","UFSC"
"2023/05/17 9:11:08 PM GMT-3","Nicoly lima","Ticket: #55256","PF"
"2023/05/17 9:18:04 PM GMT-3","Jacqueline Las ","Ticket #55231","PF"
"2023/05/17 9:23:03 PM GMT-3","Nicoly lima","Ticket: #55257","PJ COLETIVO POR ADESÃO"
"2023/05/17 9:28:30 PM GMT-3","Renato","Ticket #55264","INTERCAMBIO"
"2023/05/17 9:30:38 PM GMT-3","Rômulo","Ticket #55254","UFSC"
"2023/05/17 9:31:05 PM GMT-3","Andreia Santos","Ticket #55190","PF"
"2023/05/17 9:32:43 PM GMT-3","Andreia Santos","Ticket #55193","PJ EMPRESARIAL"
"2023/05/17 9:45:59 PM GMT-3","Nicoly lima","Ticket: #55267","PJ EMPRESARIAL"
"2023/05/17 9:56:01 PM GMT-3","Andreia Santos","Ticket #55199","PJ EMPRESARIAL"
"2023/05/17 9:59:46 PM GMT-3","Nicoly lima","Ticket: #55270","PJ EMPRESARIAL"
"2023/05/17 10:00:23 PM GMT-3","Andreia Santos","Ticket #55195","PJ EMPRESARIAL"
"2023/05/17 10:02:43 PM GMT-3","Nicoly lima","Ticket: #55267","PJ EMPRESARIAL"
"2023/05/17 10:12:29 PM GMT-3","Nicoly lima","Ticket: #55259","PJ EMPRESARIAL"
"2023/05/17 10:29:09 PM GMT-3","Andreia Santos","Ticket #55269","PJ EMPRESARIAL"
"2023/05/17 10:57:06 PM GMT-3","Andreia Santos","Ticket #55200","PJ EMPRESARIAL"
"2023/05/17 10:59:10 PM GMT-3","Andreia Santos","Ticket #55206","PJ COLETIVO POR ADESÃO"
"2023/05/17 11:05:19 PM GMT-3","Andreia Santos","Ticket #55207","PJ EMPRESARIAL"
"2023/05/17 11:14:36 PM GMT-3","Andreia Santos","Ticket #55283","PJ COLETIVO POR ADESÃO"
"2023/05/17 11:58:19 PM GMT-3","eugenia","Ticket #55288","UFSC"
"2023/05/17 11:59:45 PM GMT-3","eugenia","Ticket #55280","PJ EMPRESARIAL"
"2023/05/18 12:11:25 AM GMT-3","Adryele Carneiro Policarpo","Ticket #55295","PJ COLETIVO POR ADESÃO"
"2023/05/18 12:12:36 AM GMT-3","Adryele Carneiro Policarpo","Ticket #55294","PF"
"2023/05/18 12:33:16 AM GMT-3","eugenia ","Ticket #55286","PJ EMPRESARIAL"
"2023/05/18 4:08:31 AM GMT-3","diana melo","Ticket #55298","PJ COLETIVO POR ADESÃO"
"2023/05/18 6:38:34 AM GMT-3","vanessa gallardo","Ticket: #55300","PJ EMPRESARIAL"
"2023/05/18 6:59:16 AM GMT-3","sara zimmermann","Ticket #55301","PF"
"2023/05/18 7:00:19 AM GMT-3","Sara zimmermann","Ticket #55302","PJ EMPRESARIAL"
"2023/05/18 7:14:07 AM GMT-3","Bianca","Ticket: #55307","PJ EMPRESARIAL"
"2023/05/18 7:19:13 AM GMT-3","vanessa gallardo","Ticket:#55305","INTERCAMBIO"
"2023/05/18 7:21:53 AM GMT-3","vanessa gallardo","Ticket: #55309","PF"
"2023/05/18 7:32:25 AM GMT-3","Bianca","Ticket: #55314","PJ EMPRESARIAL"
"2023/05/18 7:32:51 AM GMT-3","Sara zimmetmann","Ticket #55304","PJ EMPRESARIAL"
"2023/05/18 7:37:43 AM GMT-3","Érika Mulassani Mainardi ","#55312","PJ EMPRESARIAL"
"2023/05/18 7:38:53 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55313","PJ EMPRESARIAL"
"2023/05/18 7:44:58 AM GMT-3","SARAH MORGANA","Ticket: #55317","PJ EMPRESARIAL"
"2023/05/18 7:50:36 AM GMT-3","Sara zimmermann","Ticket #55306","PJ EMPRESARIAL"
"2023/05/18 7:50:59 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55318","PJ EMPRESARIAL"
"2023/05/18 7:51:24 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55319","PJ COLETIVO POR ADESÃO"
"2023/05/18 7:51:31 AM GMT-3","Sara zimmermann","Ticket #55308","PJ EMPRESARIAL"
"2023/05/18 7:54:59 AM GMT-3","juliana","#55315","PJ COLETIVO POR ADESÃO"
"2023/05/18 8:05:10 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55318","PJ EMPRESARIAL"
"2023/05/18 8:08:27 AM GMT-3","vanessa gallardo","Ticket: #55323","PJ COLETIVO POR ADESÃO"
"2023/05/18 8:09:26 AM GMT-3","Bianca","Ticket: #55326","FUNDAÇOES"
"2023/05/18 8:09:51 AM GMT-3","Sara zimmermann","Ticket #55324","PJ EMPRESARIAL"
"2023/05/18 8:10:41 AM GMT-3","Sara zimmermann","Ticket #55308","PJ EMPRESARIAL"
"2023/05/18 8:13:05 AM GMT-3","arian","Ticket:#55325","CAASC 0025"
"2023/05/18 8:14:46 AM GMT-3","SARAH MORGANA","Ticket: #55329","PJ COLETIVO POR ADESÃO"
"2023/05/18 8:14:51 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55319","PJ COLETIVO POR ADESÃO"
"2023/05/18 8:19:59 AM GMT-3","SARAH MORGANA","Ticket: #55331","PF"
"2023/05/18 8:20:43 AM GMT-3","SARAH MORGANA","Ticket: #55332","UFSC"
"2023/05/18 8:26:21 AM GMT-3","vanessa gallardo","Ticket: #55330","PJ EMPRESARIAL"
"2023/05/18 8:26:44 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55320","PJ EMPRESARIAL"
"2023/05/18 8:27:51 AM GMT-3","Érika Mulassani Mainardi ","Ticket: #55321","PJ EMPRESARIAL"
"2023/05/18 8:27:56 AM GMT-3","SARAH MORGANA","Ticket: #55335","PJ EMPRESARIAL"
